Scientific name,Family,Svenskt namn,Dyntaxa ID number,Establishment,Red-listed,Time of immigration,Index of invasive concern,Biodiversity relevance,Nectar production,Heat requirement,Cold requirement,Temp. optimum,Continentality,Light,Moisture,Soil reaction (pH),Nitrogen (N),Phosphorus (P),Salinity,Grazing/mowing,Soil disturbance,Longevity,Pollinator dependence,Phenology,Extreme phenology,Seed dormancy,Seed bank,Seed disperser,Nitrogen fixation,Photosynthetic pathway,Mycorrhiza,Carnivory,Parasitism,Unnamed: 34,1 Siliceous rock,2 Ultrabasic rock,3 Calcareous rock,4 Dry heath,5. Dry meadow,6 Steppic meadow,7 Sand steppe,8 Moist heath,9 Moist meadow,10 Moist calcareous meadow,11 Raised bog,12 Poor/acidic fen,13 Intermediate-rich fen,14 Rich/calcareous fen,15 Tall herb/sedge/reed meadow,16 Oligotrophic water & shores,17 Mesotrophic water & shores,18 Eutrophic water & shores,19 sandy/stony/rocky sea shores,20 Sea shore meadows,21 Base-poor wasteland,22 Base-rich wasteland,23. Arable land,24 Gravelly ground,25 Ruderal,"26 Hedgerows, thickets, wood-margins and groves",27 Heath-type deciduous forest,28 Intermediate deciduous forest,29 Herb-rich deciduous forest,30 Alnus glutinosa swamp,31 Fraxinus/Ulmus/Alnus incana swamp,32 Pinus/Betula swamp,33 Picea swamp,34 Heath-type coniferous forest,35 Vaccinium-type coniferous forest,36 Herb-rich coniferous forest,37 Cacareous conifer forest,38 Subalpine Betula forest,taxonKey
Syringa × henryi C. K. Schneid.,Oleaceae,norrlandssyren,264695.0,Non-resident,Not Red-listed,,,2.0,5.0,6.0,,,7.0,4.0,5.0,,5.0,3.0,1.0,3.0,,4.0,0a,,,,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5549706
Syringa josikaea J. Jacq. ex Rchb.,Oleaceae,ungersk syren,221839.0,Non-resident,Not Red-listed,,,3.0,6.0,7.0,6.0,9.0,7.0,4.0,5.0,,5.0,3.0,1.0,3.0,,4.0,0a,,,,,Veg,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7636833
Syringa vulgaris L.,Oleaceae,syren,221841.0,Resident,Not Red-listed,1.0,10.4,4.0,6.0,12.0,3.0,4.0,4.0,5.0,3.0,6.0,4.0,3.0,1.0,3.0,2.0,4.0,1,6.0,3.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,5415039
Tanacetum balsamita L.,Asteraceae,balsamblad,220341.0,Resident,Not Red-listed,4.0,10.4,2.0,5.0,13.0,3.0,4.0,6.0,7.0,2.0,7.0,7.0,3.0,1.0,3.0,,4.0,2,,,1,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118254
Tanacetum corymbosum (L.) Sch. Bip.,Asteraceae,renfanekrage,220343.0,Resident,Not Red-listed,4.0,10,4.0,5.0,12.0,2.0,3.0,6.0,4.0,3.0,6.0,6.0,4.0,1.0,1.0,6.0,4.0,2,11.0,4.0,2,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3118216
Tanacetum macrophyllum (Waldst. & Kit.) Sch. Bip.,Asteraceae,röllikekrage,220344.0,Resident,Not Red-listed,4.0,14,4.0,6.0,11.0,4.0,6.0,6.0,4.0,4.0,6.0,7.0,4.0,1.0,2.0,2.0,4.0,2,8.0,1.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3118526
Tanacetum parthenium (L.) Sch. Bip.,Asteraceae,mattram,220345.0,Resident,Not Red-listed,2.0,7.7,4.0,5.0,11.0,1.0,3.0,6.0,5.0,3.0,6.0,8.0,5.0,2.0,2.0,8.0,3.0,2,8.0,1.0,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,3118430
Tanacetum vulgare L.,Asteraceae,renfana,220346.0,Resident,Not Red-listed,0.0,0,5.0,6.0,4.0,3.0,8.0,5.0,7.0,3.0,6.0,6.0,4.0,3.0,2.0,2.0,4.0,2,11.0,4.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,1,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3118274
Taxus × media Rehder,Taxaceae,hybrididegran,222167.0,Resident,Not Red-listed,7.0,24.8,2.0,1.0,9.0,4.0,7.0,4.0,3.0,5.0,5.0,4.0,3.0,1.0,3.0,1.0,4.0,0b,3.0,6.0,4,1.0,Bird,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,2,0,6420771
Taxus baccata L.,Taxaceae,idegran,1547.0,Resident,Not Red-listed,0.0,0,2.0,1.0,10.0,2.0,4.0,4.0,3.0,5.0,6.0,4.0,3.0,1.0,3.0,1.0,4.0,0b,3.0,6.0,4,1.0,Bird,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,3,3,0,5284517
Teesdalia nudicaulis (L.) W. T. Aiton,Brassicaceae,sandkrassing,220605.0,Resident,Not Red-listed,0.0,0,2.0,3.0,10.0,4.0,6.0,4.0,6.0,2.0,3.0,3.0,3.0,1.0,4.0,8.0,1.0,1,6.0,3.0,1,2.0,Passive,0.0,C3,None,0.0,0.0,,2,2,0,3,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3054168
Telekia speciosa (Schreb.) Baumg.,Asteraceae,strålöga,220383.0,Resident,Not Red-listed,4.0,14,1.0,6.0,10.0,5.0,7.0,6.0,5.0,6.0,6.0,7.0,5.0,1.0,3.0,2.0,4.0,2,10.0,3.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5389173
Tephroseris integrifolia (L.) Holub,Asteraceae,fältnocka,1724.0,Resident,EN,0.0,0,1.0,5.0,13.0,5.0,6.0,6.0,7.0,2.0,8.0,2.0,2.0,1.0,7.0,4.0,3.0,1,7.0,2.0,,,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,10.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3130950
Tephroseris palustris (L.) Fourr.,Asteraceae,kärrnocka,1723.0,Resident,CR,0.0,0,1.0,5.0,12.0,5.0,6.0,6.0,7.0,8.0,7.0,7.0,5.0,1.0,6.0,7.0,1.0,1,8.0,1.0,,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7363445
Teucrium botrys L.,Lamiaceae,druvgamander,221842.0,Resident,Not Red-listed,6.0,10.4,2.0,4.0,13.0,2.0,3.0,5.0,6.0,2.0,8.0,5.0,3.0,1.0,4.0,8.0,1.0,1a,12.0,5.0,1,3.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2926903
Teucrium scordium L.,Lamiaceae,lökgamander,221844.0,Resident,Not Red-listed,0.0,0,2.0,4.0,13.0,4.0,5.0,7.0,7.0,8.0,8.0,3.0,1.0,1.0,6.0,7.0,4.0,1a,10.0,3.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,7,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7945074
Teucrium scorodonia L.,Lamiaceae,lundgamander,221845.0,Resident,Not Red-listed,5.0,14,3.0,5.0,11.0,2.0,4.0,1.0,5.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,4.0,1a,11.0,4.0,2,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,3,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,2926901
Thalictrum alpinum L.,Ranunculaceae,fjällruta,222924.0,Resident,Not Red-listed,0.0,0,3.0,1.0,1.0,16.0,17.0,,5.0,6.0,7.0,3.0,2.0,1.0,4.0,3.0,4.0,,,,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,2,0,0,0.0,0,0.0,1,2,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3033134
Thalictrum aquilegiifolium L.,Ranunculaceae,aklejruta,222925.0,Resident,Not Red-listed,0.0,0,4.0,2.0,10.0,3.0,5.0,7.0,3.0,7.0,5.0,6.0,4.0,1.0,2.0,3.0,4.0,1,8.0,1.0,3,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,6376340
Thalictrum flavum L.,Ranunculaceae,ängsruta,222927.0,Resident,Not Red-listed,0.0,0,3.0,2.0,7.0,2.0,6.0,5.0,5.0,8.0,7.0,7.0,5.0,2.0,3.0,2.0,4.0,0b,9.0,2.0,,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7509607
Thalictrum lucidum L.,Ranunculaceae,glansruta,235137.0,Non-resident,Not Red-listed,,,3.0,2.0,9.0,9.0,10.0,9.0,,7.0,7.0,6.0,3.0,1.0,,,4.0,0b,9.0,2.0,3,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,3,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7277720
Thalictrum minus L.,Ranunculaceae,kustruta,222928.0,Resident,Not Red-listed,0.0,0,3.0,2.0,12.0,2.0,3.0,4.0,6.0,3.0,7.0,4.0,2.0,2.0,2.0,4.0,4.0,0b,8.0,1.0,,2.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,2,0,2,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3033129
Thalictrum simplex L.,Ranunculaceae,backruta,222929.0,Resident,NT,0.0,0,3.0,2.0,4.0,3.0,8.0,7.0,5.0,4.0,6.0,4.0,3.0,2.0,5.0,4.0,4.0,0b,10.0,3.0,4,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,4,0.0,0,0.0,2,0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7931051
Thalictrum venulosum Trel.,Ranunculaceae,vägruta,264439.0,Resident,Not Red-listed,7.0,11.2,1.0,2.0,7.0,,,7.0,7.0,5.0,,,3.0,1.0,3.0,,4.0,0b,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3033136
Thelypteris limbosperma (Bellardi ex All.) H. P. Fuchs,Thelypteridaceae,bergbräken,1559.0,Resident,Not Red-listed,0.0,0,1.0,1.0,3.0,4.0,10.0,2.0,1.0,7.0,2.0,5.0,3.0,1.0,1.0,1.0,4.0,0b,10.0,3.0,,,AirD,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5275345
Thelypteris palustris Schott,Thelypteridaceae,kärrbräken,222762.0,Resident,Not Red-listed,0.0,0,1.0,1.0,8.0,3.0,6.0,7.0,5.0,8.0,6.0,6.0,3.0,1.0,2.0,1.0,4.0,0b,10.0,3.0,,,AirD,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,5275316
Thermopsis montana Nutt. ex Torr. & A. Gray,Fabaceae,lupinväppling,221308.0,Resident,Not Red-listed,6.0,18.8,1.0,6.0,7.0,5.0,9.0,8.0,5.0,4.0,7.0,2.0,4.0,1.0,1.0,2.0,4.0,,7.0,2.0,,,Expl,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5360221
Thesium alpinum L.,Santalaceae,spindelört,1560.0,Resident,NT,0.0,0,2.0,,9.0,4.0,7.0,6.0,6.0,2.0,5.0,1.0,3.0,1.0,4.0,4.0,4.0,1,,,,,Myr,0.0,C3,None,0.0,1.0,,0,0,0,0,5,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8005654
Thlaspi arvense L.,Brassicaceae,penningört,220606.0,Resident,Not Red-listed,1.0,4,3.0,3.0,5.0,2.0,7.0,5.0,6.0,4.0,6.0,5.0,5.0,2.0,2.0,9.0,1.0,0c,6.0,3.0,1,4.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3052680
Thuja occidentalis L.,Cupressaceae,tuja,222170.0,Non-resident,Not Red-listed,,,3.0,1.0,10.0,2.0,4.0,4.0,4.0,,,,,1.0,4.0,,1.0,0b,,,4,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,2684178
Thuja plicata Donn ex D. Don,Cupressaceae,jättetuja,222171.0,Resident,Not Red-listed,6.0,13.1,1.0,1.0,11.0,2.0,4.0,5.0,4.0,,,,,1.0,4.0,,1.0,0b,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,2684171
Thymus pseudolanuginosus Ronniger,Lamiaceae,gråtimjan,224314.0,Non-resident,Not Red-listed,,,4.0,4.0,,,,,7.0,2.0,7.0,2.0,2.0,1.0,6.0,,4.0,2,,,,2.0,Myr,0.0,C3,AM,0.0,0.0,,0,10,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5605814
Thymus pulegioides L.,Lamiaceae,stortimjan,1562.0,Resident,VU,0.0,0,4.0,4.0,8.0,3.0,6.0,6.0,6.0,3.0,5.0,3.0,3.0,1.0,7.0,6.0,4.0,2,9.0,2.0,2,3.0,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,2,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5341443
Thymus serpyllum L.,Lamiaceae,backtimjan,221849.0,Resident,NT,0.0,0,5.0,4.0,9.0,2.0,5.0,7.0,7.0,3.0,6.0,3.0,1.0,1.0,7.0,5.0,4.0,2,9.0,2.0,,1.0,Myr,0.0,C3,AM,0.0,0.0,,0,1,2,0,3,3.0,1,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6409622
Thymus vulgaris L.,Lamiaceae,kryddtimjan,221850.0,Resident,Not Red-listed,5.0,12,4.0,4.0,13.0,1.0,2.0,4.0,7.0,2.0,6.0,3.0,3.0,1.0,4.0,6.0,4.0,1,,,,,Myr,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5341442
Tilia × europaea L.,Malvaceae,parklind,222050.0,Non-resident,Not Red-listed,,,5.0,5.0,11.0,3.0,5.0,4.0,5.0,4.0,6.0,6.0,3.0,1.0,2.0,,4.0,1,,,4,,AirW,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,3152046
Tilia cordata Mill.,Malvaceae,skogslind,222051.0,Resident,Not Red-listed,0.0,0,6.0,5.0,10.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,1.0,2.0,5.0,4.0,1,9.0,2.0,4,1.0,AirW,0.0,C3,AM/EM,0.0,0.0,,1,3,1,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,3152047
Tilia platyphyllos Scop.,Malvaceae,bohuslind,1563.0,Resident,CR,0.0,0,6.0,5.0,12.0,3.0,4.0,2.0,5.0,4.0,6.0,6.0,3.0,1.0,2.0,,4.0,1,,,4,,AirW,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,0,3152048
Tofieldia calyculata (L.) Wahlenb.,Tofieldiaceae,kärrlilja,221930.0,Resident,Not Red-listed,0.0,0,1.0,,13.0,5.0,6.0,7.0,7.0,8.0,8.0,2.0,1.0,1.0,3.0,3.0,4.0,1,,,3,2.0,Passive,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,6,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864397
Tofieldia pusilla (Michx.) Pers.,Tofieldiaceae,björnbrodd,221931.0,Resident,Not Red-listed,0.0,0,1.0,,2.0,11.0,14.0,5.0,7.0,7.0,7.0,3.0,2.0,1.0,4.0,5.0,4.0,1,,,,,Passive,0.0,C3,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,3,2,0.0,0.0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2864429
Torilis japonica (Houtt.) DC.,Apiaceae,rödkörvel,219726.0,Resident,Not Red-listed,0.0,0,3.0,4.0,11.0,3.0,5.0,3.0,5.0,2.0,7.0,7.0,5.0,2.0,3.0,7.0,2.0,2,11.0,4.0,3,2.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3034820
Tradescantia virginiana L.,Commelinaceae,tremastarblomma,220984.0,Non-resident,Not Red-listed,,,1.0,,11.0,3.0,5.0,6.0,5.0,6.0,,7.0,3.0,1.0,1.0,,4.0,,12.0,5.0,,,Passive,0.0,,,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2765272
Tragopogon crocifolius L.,Asteraceae,gotländsk haverrot,1575.0,Resident,VU,4.0,15.5,1.0,4.0,13.0,2.0,3.0,6.0,7.0,2.0,8.0,3.0,3.0,1.0,1.0,5.0,2.0,1,,,2,,AirP,0.0,C3,AM,0.0,0.0,,0,0,7,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5386974
Tragopogon dubius Scop.,Asteraceae,stor haverrot,1576.0,Resident,Not Red-listed,3.0,11.6,3.0,4.0,11.0,2.0,4.0,7.0,7.0,2.0,8.0,4.0,4.0,1.0,1.0,5.0,2.0,1,,,,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,5,0,0,5.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6443709
Tragopogon porrifolius L.,Asteraceae,äkta haverrot,220391.0,Resident,Not Red-listed,3.0,10,2.0,4.0,13.0,2.0,3.0,5.0,7.0,3.0,7.0,6.0,4.0,1.0,1.0,7.0,2.0,1,7.0,2.0,2,,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5386938
Tragopogon pratensis L.,Asteraceae,ängshaverrot,220392.0,Resident,Not Red-listed,0.0,0,3.0,4.0,10.0,4.0,6.0,6.0,7.0,2.0,7.0,6.0,4.0,1.0,1.0,7.0,2.0,1,7.0,2.0,2,2.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5386897
Trichophorum alpinum (L.) Pers.,Cyperaceae,snip,222702.0,Resident,Not Red-listed,0.0,0,1.0,1.0,3.0,6.0,11.0,6.0,7.0,9.0,6.0,2.0,3.0,1.0,4.0,5.0,4.0,0b,6.0,3.0,4,1.0,AirP,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710560
Trichophorum cespitosum ssp. cespitosum,Cyperaceae,Tuvsäv,222703.0,Resident,Not Red-listed,0.0,0,1.0,1.0,3.0,5.0,11.0,5.0,7.0,7.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,0b,6.0,3.0,,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,1.0,0,0,5.0,2.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710593
Trichophorum cespitosum ssp. germanicum,Cyperaceae,Hedsäv,224858.0,Resident,Not Red-listed,0.0,0,1.0,1.0,9.0,4.0,7.0,2.0,7.0,6.0,1.0,2.0,2.0,1.0,5.0,2.0,4.0,0b,6.0,3.0,,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,7.0,0,0,3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2710607
Trifolium alpestre L.,Fabaceae,alpklöver,1603.0,Resident,EN,0.0,0,5.0,6.0,13.0,3.0,4.0,7.0,5.0,3.0,7.0,1.0,3.0,1.0,4.0,2.0,4.0,2a,9.0,2.0,,1.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,4.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5359499
Trifolium arvense L.,Fabaceae,harklöver,221315.0,Resident,Not Red-listed,0.0,0,5.0,3.0,10.0,2.0,4.0,6.0,7.0,2.0,4.0,1.0,4.0,1.0,4.0,7.0,1.0,0c,9.0,2.0,,4.0,Passive,1.0,C3,AM,0.0,0.0,,2,1,0,3,2,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5359246
Trifolium aureum Pollich,Fabaceae,gullklöver,221317.0,Resident,NT,0.0,0,5.0,3.0,10.0,4.0,6.0,7.0,6.0,2.0,6.0,3.0,4.0,1.0,3.0,7.0,2.0,1a,9.0,2.0,2,,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,1,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5359060
Trifolium campestre Schreb.,Fabaceae,jordklöver,221318.0,Resident,Not Red-listed,0.0,0,5.0,3.0,11.0,2.0,4.0,5.0,6.0,2.0,6.0,2.0,4.0,1.0,4.0,7.0,1.0,1a,7.0,2.0,3,4.0,Passive,1.0,C3,AM,0.0,0.0,,0,1,2,0,1,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5359477
Trifolium dubium Sibth.,Fabaceae,trådklöver,221322.0,Resident,Not Red-listed,0.0,0,5.0,1.0,11.0,2.0,4.0,5.0,6.0,2.0,6.0,3.0,4.0,1.0,5.0,4.0,2.0,1a,6.0,3.0,3,3.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,1,0,2,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5359429
Trifolium fragiferum L.,Fabaceae,smultronklöver,221324.0,Resident,Not Red-listed,0.0,0,5.0,4.0,11.0,2.0,4.0,6.0,7.0,3.0,8.0,5.0,4.0,3.0,8.0,6.0,4.0,1a,10.0,3.0,,2.0,Water,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5358935
Trifolium hybridum L.,Fabaceae,alsikeklöver,221327.0,Resident,Not Red-listed,1.0,7,5.0,4.0,6.0,3.0,7.0,6.0,6.0,4.0,6.0,4.0,4.0,1.0,3.0,7.0,4.0,2a,8.0,1.0,2,4.0,Passive,1.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6109535
