Scientific name,Family,Svenskt namn,Dyntaxa ID number,Establishment,Red-listed,Time of immigration,Index of invasive concern,Biodiversity relevance,Nectar production,Heat requirement,Cold requirement,Temp. optimum,Continentality,Light,Moisture,Soil reaction (pH),Nitrogen (N),Phosphorus (P),Salinity,Grazing/mowing,Soil disturbance,Longevity,Pollinator dependence,Phenology,Extreme phenology,Seed dormancy,Seed bank,Seed disperser,Nitrogen fixation,Photosynthetic pathway,Mycorrhiza,Carnivory,Parasitism,Unnamed: 34,1 Siliceous rock,2 Ultrabasic rock,3 Calcareous rock,4 Dry heath,5. Dry meadow,6 Steppic meadow,7 Sand steppe,8 Moist heath,9 Moist meadow,10 Moist calcareous meadow,11 Raised bog,12 Poor/acidic fen,13 Intermediate-rich fen,14 Rich/calcareous fen,15 Tall herb/sedge/reed meadow,16 Oligotrophic water & shores,17 Mesotrophic water & shores,18 Eutrophic water & shores,19 sandy/stony/rocky sea shores,20 Sea shore meadows,21 Base-poor wasteland,22 Base-rich wasteland,23. Arable land,24 Gravelly ground,25 Ruderal,"26 Hedgerows, thickets, wood-margins and groves",27 Heath-type deciduous forest,28 Intermediate deciduous forest,29 Herb-rich deciduous forest,30 Alnus glutinosa swamp,31 Fraxinus/Ulmus/Alnus incana swamp,32 Pinus/Betula swamp,33 Picea swamp,34 Heath-type coniferous forest,35 Vaccinium-type coniferous forest,36 Herb-rich coniferous forest,37 Cacareous conifer forest,38 Subalpine Betula forest
Salix × arctogena Flod.,Salicaceae,trippelvide,223268.0,Resident,Not Red-listed,0.0,0,7.0,5.0,2.0,15.0,16.0,,,9.0,,,3.0,1.0,1.0,,4.0,,,,,,Passive,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,10,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix × fragilis L.,Salicaceae,grönpil,223275.0,Resident,Not Red-listed,1.0,11.4,7.0,7.0,9.0,3.0,6.0,5.0,6.0,9.0,7.0,7.0,3.0,2.0,1.0,5.0,4.0,0a,6.0,3.0,,,Passive,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix × meyeriana Rostk. ex Willd.,Salicaceae,hybridpil,223272.0,Resident,Not Red-listed,3.0,9,7.0,7.0,11.0,4.0,6.0,5.0,6.0,7.0,7.0,7.0,3.0,2.0,1.0,,4.0,0a,,,,,Passive,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Salix × mollissima Hoffm. ex Elwert,Salicaceae,fyrisvide,223273.0,Resident,Not Red-listed,3.0,11.6,7.0,7.0,11.0,5.0,7.0,5.0,7.0,9.0,7.0,7.0,3.0,2.0,1.0,5.0,4.0,2,,,,,Passive,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix × smithiana Willd.,Salicaceae,häckvide,223277.0,Resident,Not Red-listed,1.0,14.7,7.0,7.0,10.0,3.0,5.0,5.0,6.0,6.0,6.0,7.0,3.0,1.0,2.0,5.0,4.0,0a,5.0,4.0,,,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Salix alba L.,Salicaceae,vitpil,223280.0,Resident,Not Red-listed,1.0,12.8,7.0,7.0,12.0,2.0,3.0,4.0,7.0,7.0,7.0,7.0,3.0,2.0,2.0,5.0,4.0,2,6.0,3.0,2,3.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,3,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix arbuscula L.,Salicaceae,risvide,223281.0,Resident,Not Red-listed,0.0,0,7.0,6.0,3.0,15.0,16.0,,7.0,8.0,8.0,,1.0,1.0,,3.0,4.0,2,,,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,5,3,0.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix aurita L.,Salicaceae,bindvide,223282.0,Resident,Not Red-listed,0.0,0,7.0,7.0,6.0,4.0,8.0,5.0,6.0,7.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,2,6.0,3.0,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,1.0,0,0,0.0,2.0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Salix caprea L.,Salicaceae,sälg,223284.0,Resident,Not Red-listed,0.0,0,8.0,7.0,6.0,3.0,7.0,5.0,5.0,5.0,4.0,6.0,4.0,1.0,2.0,5.0,4.0,2,3.0,6.0,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,1,1,1,0,1
Salix cinerea L.,Salicaceae,gråvide,223285.0,Resident,Not Red-listed,0.0,0,7.0,7.0,7.0,4.0,8.0,7.0,6.0,7.0,6.0,5.0,3.0,1.0,2.0,2.0,4.0,2,5.0,4.0,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,1,0.0,0.0,0,2,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Salix daphnoides Vill.,Salicaceae,daggvide,223286.0,Resident,VU,0.0,0,7.0,7.0,9.0,5.0,8.0,6.0,7.0,6.0,6.0,6.0,3.0,1.0,2.0,5.0,4.0,2,5.0,4.0,,,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,1,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix dasyclados Wimm.,Salicaceae,sammetsvide,223287.0,Resident,Not Red-listed,4.0,12.8,7.0,7.0,9.0,6.0,8.0,6.0,7.0,7.0,6.0,8.0,4.0,1.0,2.0,,4.0,2,6.0,3.0,,,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix elaeagnos Scop.,Salicaceae,lavendelvide,223288.0,Non-resident,Not Red-listed,,,7.0,7.0,13.0,3.0,4.0,,7.0,6.0,7.0,,2.0,1.0,2.0,,4.0,2,,,,,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix euxina V. Belyaeva,Salicaceae,knäckepil,223290.0,Resident,Not Red-listed,1.0,9.2,7.0,7.0,9.0,3.0,6.0,7.0,6.0,9.0,7.0,7.0,3.0,2.0,2.0,5.0,4.0,1,6.0,3.0,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix glauca L.,Salicaceae,ripvide,223291.0,Resident,Not Red-listed,0.0,0,7.0,7.0,2.0,11.0,14.0,6.0,5.0,6.0,5.0,6.0,3.0,1.0,3.0,,4.0,2,,,4,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,2.0,2,0,0.0,0.0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Salix hastata L.,Salicaceae,blekvide,223292.0,Resident,Not Red-listed,0.0,0,7.0,7.0,3.0,8.0,12.0,5.0,6.0,7.0,7.0,5.0,2.0,1.0,2.0,,4.0,2,,,2,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,2,0.0,0.0,1,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix herbacea L.,Salicaceae,dvärgvide,223293.0,Resident,Not Red-listed,0.0,0,7.0,6.0,1.0,15.0,17.0,,7.0,7.0,5.0,,3.0,1.0,4.0,6.0,4.0,2,,,2,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,6.0,4,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix lanata L.,Salicaceae,ullvide,223294.0,Resident,Not Red-listed,0.0,0,7.0,7.0,3.0,13.0,15.0,,7.0,7.0,7.0,4.0,2.0,1.0,3.0,,4.0,2,,,2,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,4,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Salix lapponum L.,Salicaceae,lappvide,223295.0,Resident,Not Red-listed,0.0,0,7.0,7.0,3.0,10.0,13.0,5.0,6.0,9.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,2,,,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,1.0,1,0,0.0,1.0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Salix myrsinifolia Salisb.,Salicaceae,svartvide,223296.0,Resident,Not Red-listed,0.0,0,7.0,7.0,6.0,6.0,10.0,5.0,4.0,9.0,6.0,5.0,3.0,1.0,2.0,5.0,4.0,2,5.0,4.0,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,1,0.0,0.0,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Salix myrsinites L.,Salicaceae,glansvide,223297.0,Resident,Not Red-listed,0.0,0,7.0,7.0,2.0,12.0,15.0,7.0,6.0,7.0,7.0,,2.0,1.0,3.0,3.0,4.0,2,,,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,2,4,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix myrtilloides L.,Salicaceae,odonvide,223298.0,Resident,Not Red-listed,0.0,0,7.0,7.0,6.0,10.0,12.0,8.0,6.0,8.0,5.0,4.0,3.0,1.0,2.0,,4.0,2,,,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix pentandra L.,Salicaceae,jolster,223299.0,Resident,Not Red-listed,0.0,0,7.0,7.0,6.0,5.0,9.0,7.0,7.0,7.0,4.0,6.0,3.0,2.0,2.0,5.0,4.0,2,8.0,1.0,4,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,2,0,0.0,0.0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Salix phylicifolia L.,Salicaceae,grönvide,223300.0,Resident,Not Red-listed,0.0,0,7.0,7.0,3.0,8.0,12.0,7.0,6.0,9.0,4.0,4.0,3.0,1.0,2.0,,4.0,2,,,2,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,0,0.0,0.0,1,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Salix polaris Wahlenb.,Salicaceae,polarvide,223301.0,Resident,Not Red-listed,0.0,0,7.0,6.0,1.0,16.0,17.0,,7.0,9.0,7.0,2.0,2.0,1.0,4.0,6.0,4.0,2,,,4,1.0,AirP,0.0,c3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,5,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix purpurea L.,Salicaceae,rödvide,223302.0,Resident,Not Red-listed,1.0,11.4,7.0,6.0,9.0,2.0,5.0,5.0,7.0,7.0,7.0,6.0,3.0,2.0,2.0,5.0,4.0,2,5.0,4.0,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,4,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix repens ssp. repens,Salicaceae,krypvide,223303.0,Resident,Not Red-listed,0.0,0,7.0,6.0,8.0,4.0,7.0,6.0,6.0,6.0,4.0,3.0,3.0,2.0,5.0,6.0,4.0,2,5.0,4.0,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,3.0,3,1,0.0,0.0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix repens ssp. rosmarinifolia,Salicaceae,Rosmarinvide,221789.0,Resident,Not Red-listed,0.0,0,7.0,6.0,8.0,6.0,9.0,8.0,5.0,8.0,8.0,3.0,1.0,2.0,3.0,2.0,4.0,2,5.0,4.0,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,6,0.0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix reticulata L.,Salicaceae,nätvide,223304.0,Resident,Not Red-listed,0.0,0,7.0,6.0,2.0,14.0,16.0,,7.0,6.0,7.0,2.0,2.0,1.0,4.0,3.0,4.0,2,,,4,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,7,0,0.0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix starkeana Willd.,Salicaceae,ängsvide,223305.0,Resident,Not Red-listed,0.0,0,7.0,7.0,6.0,8.0,11.0,8.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,,4.0,2,,,,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,2,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0
Salix triandra L.,Salicaceae,mandelpil,223306.0,Resident,Not Red-listed,0.0,0,7.0,7.0,8.0,2.0,5.0,6.0,7.0,9.0,7.0,7.0,3.0,1.0,2.0,6.0,4.0,2,5.0,4.0,2,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salix viminalis L.,Salicaceae,korgvide,223307.0,Resident,Not Red-listed,1.0,14.7,7.0,7.0,10.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,3.0,2.0,2.0,5.0,4.0,2,5.0,4.0,2,1.0,AirP,0.0,C3,AM/EM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvia × sylvestris L.,Lamiaceae,skogssalvia,221790.0,Resident,Not Red-listed,4.0,8.6,3.0,6.0,12.0,3.0,4.0,7.0,6.0,2.0,7.0,4.0,2.0,1.0,3.0,4.0,4.0,2a,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvia glutinosa L.,Lamiaceae,klibbsalvia,221793.0,Resident,Not Red-listed,6.0,10.4,3.0,5.0,12.0,3.0,4.0,,4.0,6.0,6.0,7.0,3.0,1.0,3.0,,4.0,2a,13.0,6.0,2,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0
Salvia nemorosa L.,Lamiaceae,stäppsalvia,221794.0,Resident,Not Red-listed,1.0,8.6,4.0,6.0,12.0,2.0,3.0,7.0,6.0,2.0,7.0,4.0,2.0,1.0,4.0,5.0,4.0,2a,8.0,1.0,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvia officinalis L.,Lamiaceae,kryddsalvia,221795.0,Non-resident,Not Red-listed,,,4.0,6.0,14.0,2.0,2.0,6.0,7.0,2.0,7.0,3.0,2.0,1.0,4.0,,4.0,1,8.0,1.0,2,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvia pratensis L.,Lamiaceae,ängssalvia,1432.0,Resident,VU,1.0,7,4.0,6.0,11.0,3.0,5.0,7.0,6.0,2.0,7.0,4.0,2.0,1.0,5.0,4.0,4.0,2a,7.0,2.0,2,2.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,5.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salvia verticillata L.,Lamiaceae,kranssalvia,1433.0,Resident,EN,2.0,6.4,3.0,5.0,11.0,4.0,6.0,6.0,6.0,3.0,7.0,6.0,3.0,1.0,2.0,7.0,4.0,2a,10.0,3.0,2,,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sambucus ebulus L.,Adoxaceae,sommarfläder,221575.0,Resident,Not Red-listed,1.0,7,3.0,5.0,10.0,1.0,3.0,7.0,6.0,6.0,7.0,8.0,3.0,1.0,5.0,4.0,4.0,1,11.0,4.0,,,Bird,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Sambucus nigra L.,Adoxaceae,fläder,221576.0,Resident,Not Red-listed,1.0,4,3.0,3.0,10.0,2.0,4.0,3.0,5.0,5.0,6.0,8.0,4.0,2.0,2.0,2.0,4.0,0c,8.0,1.0,,4.0,Bird,0.0,C3,AM,0.0,0.0,,0,0,1,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0
Sambucus racemosa L.,Adoxaceae,druvfläder,221577.0,Resident,Not Red-listed,3.0,16.8,3.0,3.0,8.0,4.0,7.0,7.0,5.0,5.0,3.0,8.0,3.0,1.0,2.0,2.0,4.0,0c,5.0,4.0,4,4.0,Bird,0.0,C3,AM,0.0,0.0,,1,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,0,0,0,4,0,0,0,0
Samolus valerandi L.,Primulaceae,bunge,221152.0,Resident,Not Red-listed,0.0,0,1.0,3.0,11.0,1.0,3.0,6.0,6.0,8.0,8.0,5.0,4.0,4.0,4.0,6.0,4.0,0c,10.0,3.0,4,3.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanguisorba dodecandra Moretti,Rosaceae,axpimpinell,223201.0,Resident,Not Red-listed,5.0,10.4,1.0,2.0,12.0,3.0,4.0,,6.0,3.0,5.0,4.0,3.0,1.0,,,4.0,,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,10,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanguisorba officinalis L.,Rosaceae,blodtopp,223203.0,Resident,Not Red-listed,0.0,0,4.0,2.0,10.0,4.0,6.0,6.0,5.0,7.0,8.0,3.0,1.0,1.0,4.0,4.0,4.0,1,13.0,6.0,2,1.0,AirW,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sanicula europaea L.,Apiaceae,sårläka,219711.0,Resident,Not Red-listed,0.0,0,1.0,4.0,10.0,2.0,4.0,4.0,1.0,5.0,7.0,5.0,2.0,1.0,4.0,3.0,4.0,1,7.0,2.0,4,2.0,Adh,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,3,2,0
Saponaria ocymoides L.,Caryophyllaceae,liten såpnejlika,220911.0,Non-resident,Not Red-listed,,,2.0,4.0,12.0,3.0,4.0,5.0,6.0,3.0,7.0,4.0,5.0,1.0,1.0,6.0,4.0,1b,7.0,2.0,2,,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saponaria officinalis L.,Caryophyllaceae,såpnejlika,220912.0,Resident,Not Red-listed,1.0,8.1,3.0,4.0,10.0,3.0,5.0,7.0,6.0,2.0,6.0,5.0,5.0,2.0,3.0,2.0,4.0,1b,11.0,4.0,4,2.0,Passive,0.0,C3,None,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarracenia purpurea L.,Sarraceniaceae,flugtrumpet,221153.0,Resident,Not Red-listed,5.0,17.6,1.0,,9.0,3.0,6.0,6.0,,,,1.0,2.0,1.0,4.0,,4.0,2,,,4,,Passive,0.0,C3,,1.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saussurea alpina (L.) DC.,Asteraceae,fjällskära,220294.0,Resident,Not Red-listed,0.0,0,3.0,5.0,1.0,9.0,14.0,4.0,4.0,6.0,6.0,5.0,3.0,1.0,3.0,3.0,4.0,2,,,,1.0,AirP,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,1,2,0.0,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
Saxifraga × arendsii Engl.,Saxifragaceae,rosenbräcka,223373.0,Non-resident,Not Red-listed,,,2.0,3.0,5.0,10.0,12.0,3.0,4.0,5.0,,2.0,3.0,1.0,3.0,,4.0,,6.0,3.0,,,Veg,0.0,C3,AM,0.0,0.0,,0,10,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga × opdalensis A. Blytt,Saxifragaceae,oppdalsbräcka,1934.0,Resident,VU,0.0,0,2.0,3.0,2.0,18.0,18.0,,6.0,7.0,,,3.0,1.0,,,4.0,,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga × urbium D. A. Webb,Saxifragaceae,porslinsbräcka,223376.0,Non-resident,Not Red-listed,,,2.0,3.0,11.0,5.0,7.0,5.0,4.0,5.0,5.0,,3.0,1.0,2.0,,4.0,,7.0,2.0,,,Veg,0.0,C3,AM,0.0,0.0,,0,10,0,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga adscendens L.,Saxifragaceae,klippbräcka,223377.0,Resident,Not Red-listed,0.0,0,2.0,3.0,3.0,10.0,13.0,6.0,7.0,5.0,8.0,,1.0,1.0,,7.0,4.0,,,,,,Passive,0.0,C3,AM,0.0,0.0,,0,2,4,0,0,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga aizoides L.,Saxifragaceae,gullbräcka,223378.0,Resident,Not Red-listed,0.0,0,3.0,3.0,2.0,15.0,16.0,,6.0,7.0,7.0,,1.0,1.0,4.0,6.0,4.0,2,,,,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,0,2,0,0,0.0,0,0.0,0,0,0.0,0.0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga cernua L.,Saxifragaceae,knoppbräcka,223379.0,Resident,Not Red-listed,0.0,0,2.0,3.0,1.0,16.0,17.0,,7.0,9.0,7.0,,2.0,1.0,5.0,7.0,4.0,,,,2,1.0,Passive,0.0,C3,AM,0.0,0.0,,0,4,3,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga cespitosa L.,Saxifragaceae,tuvbräcka,223380.0,Resident,Not Red-listed,0.0,0,2.0,3.0,2.0,12.0,15.0,,7.0,4.0,7.0,,2.0,1.0,5.0,6.0,4.0,2,,,2,,Passive,0.0,C3,AM,0.0,0.0,,0,3,4,0,0,3.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga cotyledon L.,Saxifragaceae,fjällbrud,1447.0,Resident,NT,0.0,0,2.0,3.0,3.0,15.0,16.0,,7.0,4.0,6.0,2.0,3.0,1.0,,6.0,4.0,2,,,3,,Passive,0.0,C3,AM,0.0,0.0,,0,5,5,0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saxifraga granulata L.,Saxifragaceae,mandelblomma,223383.0,Resident,Not Red-listed,0.0,0,3.0,3.0,10.0,4.0,6.0,6.0,5.0,3.0,5.0,5.0,2.0,1.0,6.0,7.0,4.0,1,6.0,3.0,,4.0,Passive,0.0,C3,AM,0.0,0.0,,0,2,2,0,3,2.0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
